ay08102021_grid_1_atc_lamella1_pos10,1
ay08102021_grid_1_atc_lamella1_pos11,2
ay08102021_grid_1_atc_lamella1_pos12,3
ay08102021_grid_1_atc_lamella1_pos13,4
ay08102021_grid_1_atc_lamella1_pos14,5
ay08102021_grid_1_atc_lamella1_pos15,6
ay08102021_grid_1_atc_lamella1_pos7,7
ay08102021_grid_1_atc_lamella1_pos8,8
ay08102021_grid_1_atc_lamella1_pos9,9
ay08102021_grid_2_lamella2_pos5,10
ay08102021_grid_2_lamella2_pos6,11
ay08102021_grid_2_lamella2_pos7,12
ay08102021_grid_2_lamella2_pos8,13
ay08102021_grid_2_lamella2_pos9,14
ay08102021_grid_2_lamella3_pos1,15
ay08102021_grid_2_lamella3_pos2,16
ay08102021_grid_2_lamella3_pos3,17
ay08102021_grid_2_lamella3_pos4,18
ay08102021_grid_2_lamella5_pos10,19
ay08102021_grid_2_lamella5_pos11,20
ay08102021_grid_2_lamella5_pos12,21
ay08102021_grid_2_lamella6_pos13,22
ay08102021_grid_2_lamella6_pos14,23
ay08102021_grid_2_lamella6_pos15,24
ay08102021_grid_3_lamella1_pos1,25
ay08102021_grid_3_lamella1_pos2,26
ay08102021_grid_3_lamella1_pos3,27
ay08102021_grid_3_lamella1_pos4,28
ay08102021_grid_3_lamella1_pos5,29
ay08102021_grid_3_lamella2_pos10,30
ay08102021_grid_3_lamella2_pos6,31
ay08102021_grid_3_lamella2_pos7,32
ay08102021_grid_3_lamella2_pos8,33
ay08102021_grid_3_lamella2_pos9,34
ay08102021_grid_3_lamella3_pos11,35
ay08102021_grid_3_lamella3_pos12,36
ay08102021_grid_3_lamella3_pos13,37
ay08102021_grid_3_lamella3_pos14,38
ay08102021_grid_3_lamella3_pos15,39
ay08102021_grid_3_lamella3_pos16,40
ay08102021_grid_3_lamella3_pos17,41
ay08102021_grid_3_lamella3_pos18,42
ay08102021_grid_3_lamella3_pos19,43
ay08102021_grid_3_lamella3_pos20,44
ay08102021_grid_3_lamella3_pos21,45
ay08102021_grid_3_lamella4_pos27,46
ay08102021_grid_3_lamella4_pos28,47
ay08102021_grid_3_lamella4_pos29,48
ay08102021_grid_3_lamella4_pos30,49
ay08102021_grid_3_lamella4_pos31,50
ay08102021_grid_3_lamella4_pos32,51
ay08102021_grid_3_lamella4_pos33,52
ay08102021_grid_3_lamella4_pos34,53
ay08102021_grid_3_lamella4_pos35,54
ay08102021_grid_3_lamella4_pos36,55
ay08102021_grid_3_lamella4_pos37,56
ay08102021_grid_3_lamella4_pos38,57
ay08102021_grid_3_lamella5_pos39,58
ay08102021_grid_3_lamella5_pos40,59
ay08102021_grid_3_lamella5_pos41,60
ay08102021_grid_3_lamella5_pos42,61
ay08102021_grid_3_lamella5_pos43,62
ay08102021_grid_3_lamella5_pos44,63
ay08102021_grid_3_lamella5_pos45,64
ay08102021_grid_3_lamella5_pos46,65
ay08102021_grid_na_lamella1_pos1,66
ay08102021_grid_na_lamella2_pos1,67
ay08102021_grid_na_lamella2_pos2,68
ay08102021_grid_na_lamella2_pos3,69
ay08102021_grid_na_lamella2_pos5,70
ay08102021_grid_na_lamella2_pos6,71
ay08102021_grid_na_lamella2_pos8,72
ay19102021_grid_2_atc_lamella1_position2,73
ay19102021_grid_2_atc_lamella1_position3,74
ay19102021_grid_2_atc_lamella1_position4,75
ay19102021_grid_2_atc_lamella1_position5,76
ay19102021_grid_2_atc_lamella1_position6,77
ay19102021_grid_2_atc_lamella2_position1,78
ay19102021_grid_2_atc_lamella2_position4,79
ay19102021_grid_2_atc_lamella2_position5,80
ay19102021_grid_2_atc_lamella3_position1,81
ay19102021_grid_2_atc_lamella3_position2,82
ay19102021_grid_2_atc_lamella4_position3,83
ay19102021_grid_2_atc_lamella4_position4,84
ay19102021_grid_2_atc_lamella4_position5,85
ay19102021_grid_3_atc_lamella1_position1,86
ay19102021_grid_3_atc_lamella1_position2,87
ay19102021_grid_3_atc_lamella1_position3,88
ay19102021_grid_3_atc_lamella2_position4,89
ay19102021_grid_3_atc_lamella3_position5,90
ay19102021_grid_3_atc_lamella3_position6,91
ay19102021_grid_3_atc_lamella4_position7,92
ay19102021_grid_3_atc_lamella4_position8,93
ay19102021_grid_4_atc_lamella3_position1,94
ay19102021_grid_4_atc_lamella3_position2,95
ay18112021_gridX_lamella1_pos1,96
ay18112021_gridX_lamella1_pos2,97
ay18112021_gridX_lamella1_pos3,98
ay18112021_gridX_lamella1_pos4,99
ay18112021_gridX_lamella1_pos5,100
ay18112021_gridX_lamella1_pos6,101
ay18112021_gridX_lamella1_pos7,102
ay18112021_gridX_lamella1_pos8,103
ay18112021_gridX_lamella1_pos9,104
ay18112021_gridX_lamella2_pos1,105
ay18112021_gridX_lamella2_pos10,106
ay18112021_gridX_lamella2_pos2,107
ay18112021_gridX_lamella2_pos3,108
ay18112021_gridX_lamella2_pos4,109
ay18112021_gridX_lamella2_pos5,110
ay18112021_gridX_lamella2_pos6,111
ay18112021_gridX_lamella2_pos8,112
ay18112021_gridX_lamella2_pos9,113
ay18112021_gridX_lamella3_pos1,114
ay18112021_gridX_lamella3_pos2,115
ay18112021_gridX_lamella3_pos3,116
ay18112021_gridX_lamella3_pos4,117
ay18112021_gridX_lamella3_pos5,118
ay18112021_gridX_lamella4_pos1,119
ay18112021_gridX_lamella4_pos2,120
ay18112021_gridX_lamella4_pos4,121
ay18112021_gridX_lamella4_pos5,122
ay18112021_gridX_lamella4_pos6,123
ay18112021_gridX_lamella4_pos7,124
ay18112021_gridX_lamella4_pos8,125
ay18112021_gridX_lamella4_pos9,126
ay18112021_gridX_lamella5_pos1,127
ay18112021_gridX_lamella6_pos1,128
ay18112021_gridX_lamella6_pos10,129
ay18112021_gridX_lamella6_pos11,130
ay18112021_gridX_lamella6_pos12,131
ay18112021_gridX_lamella6_pos13,132
ay18112021_gridX_lamella6_pos2,133
ay18112021_gridX_lamella6_pos3,134
ay18112021_gridX_lamella6_pos4,135
ay18112021_gridX_lamella6_pos5,136
ay18112021_gridX_lamella6_pos6,137
ay18112021_gridX_lamella6_pos7,138
ay18112021_gridX_lamella6_pos8,139
ay18112021_gridX_lamella6_pos9,140
ay18112021_gridX_lamella8_pos10,141
ay18112021_gridX_lamella8_pos11,142
ay18112021_gridX_lamella8_pos12,143
ay18112021_gridX_lamella8_pos13,144
ay18112021_gridX_lamella8_pos14,145
ay18112021_gridX_lamella8_pos16,146
ay18112021_gridX_lamella8_pos17,147
ay18112021_gridX_lamella8_pos18,148
ay18112021_gridX_lamella8_pos19,149
ay18112021_gridX_lamella8_pos20,150
ay18112021_gridX_lamella8_pos21,151
ay18112021_gridX_lamella8_pos22,152
ay18112021_gridX_lamella8_pos3,153
ay18112021_gridX_lamella8_pos5,154
ay18112021_gridX_lamella8_pos6,155
ay18112021_gridX_lamella8_pos7,156
ay18112021_gridX_lamella8_pos8,157
ay18112021_gridX_lamella8_pos9,158
ay18112021_gridX_lamella9_pos23,159
ay18112021_gridX_lamella9_pos24,160
ay18112021_gridX_lamella9_pos4,161
ay18112021_gridX_lamella9_pos5,162
ay18112021_gridX_lamella9_pos6,163
ay18112021_gridX_lamella9_pos7,164
ay18112021_grid2_lamella1_position1,165
ay18112021_grid2_lamella1_position2,166
ay18112021_grid2_lamella1_position3,167
ay18112021_grid2_lamella1_position4,168
ay18112021_grid2_lamella3_position5,169
ay18112021_grid2_lamella3_position6,170
ay18112021_grid2_lamella3_position7,171
ay18112021_grid2_lamella4_position10,172
ay18112021_grid2_lamella4_position11,173
ay18112021_grid2_lamella4_position12,174
ay18112021_grid2_lamella4_position13,175
ay18112021_grid2_lamella4_position8,176
ay18112021_grid2_lamella4_position9,177
ay18112021_grid2_lamella5_position14,178
ay18112021_grid2_lamella5_position15,179
ay18112021_grid2_lamella5_position16,180
ay18112021_grid2_lamella5_position17,181
ay18112021_grid2_lamella5_position18,182
ay18112021_grid2_lamella5_position19,183
ay18112021_grid2_lamella5_position20,184
ay18112021_grid2_lamella5_position21,185
ay18112021_grid2_lamella6_position22,186
ay18112021_grid2_lamella6_position24,187
ay22112021_grid3_lamella1_pos1,188
ay22112021_grid3_lamella1_pos2,189
ay22112021_grid3_lamella1_pos3,190
ay22112021_grid3_lamella1_pos4,191
ay22112021_grid3_lamella1_pos5,192
ay22112021_grid3_lamella2_pos10,193
ay22112021_grid3_lamella2_pos11,194
ay22112021_grid3_lamella2_pos12,195
ay22112021_grid3_lamella2_pos13,196
ay22112021_grid3_lamella2_pos14,197
ay22112021_grid3_lamella2_pos15,198
ay22112021_grid3_lamella2_pos16,199
ay22112021_grid3_lamella2_pos17,200
ay22112021_grid3_lamella2_pos18,201
ay22112021_grid3_lamella2_pos19,202
ay22112021_grid3_lamella2_pos20,203
ay22112021_grid3_lamella2_pos21,204
ay22112021_grid3_lamella2_pos22,205
ay22112021_grid3_lamella2_pos23,206
ay22112021_grid3_lamella2_pos24,207
ay22112021_grid3_lamella2_pos25,208
ay22112021_grid3_lamella2_pos26,209
ay22112021_grid3_lamella2_pos27,210
ay22112021_grid3_lamella2_pos28,211
ay22112021_grid3_lamella2_pos29,212
ay22112021_grid3_lamella2_pos30,213
ay22112021_grid3_lamella2_pos31,214
ay22112021_grid3_lamella2_pos32,215
ay22112021_grid3_lamella2_pos33,216
ay22112021_grid3_lamella2_pos34,217
ay22112021_grid3_lamella2_pos35,218
ay22112021_grid3_lamella2_pos36,219
ay22112021_grid3_lamella2_pos37,220
ay22112021_grid3_lamella2_pos38,221
ay22112021_grid3_lamella2_pos39,222
ay22112021_grid3_lamella2_pos40,223
ay22112021_grid3_lamella2_pos41,224
ay22112021_grid3_lamella2_pos42,225
ay22112021_grid3_lamella2_pos43,226
ay22112021_grid3_lamella2_pos44,227
ay22112021_grid3_lamella2_pos45,228
ay22112021_grid3_lamella2_pos46,229
ay22112021_grid3_lamella2_pos47,230
ay22112021_grid3_lamella2_pos48,231
ay22112021_grid3_lamella2_pos49,232
ay22112021_grid3_lamella2_pos50,233
ay22112021_grid3_lamella2_pos51,234
ay22112021_grid3_lamella2_pos52,235
ay22112021_grid3_lamella2_pos53,236
ay22112021_grid3_lamella2_pos54,237
ay22112021_grid3_lamella2_pos55,238
ay22112021_grid3_lamella2_pos56,239
ay22112021_grid3_lamella2_pos57,240
ay22112021_grid3_lamella2_pos58,241
ay22112021_grid3_lamella2_pos59,242
ay22112021_grid3_lamella2_pos6,243
ay22112021_grid3_lamella2_pos60,244
ay22112021_grid3_lamella2_pos61,245
ay22112021_grid3_lamella2_pos62,246
ay22112021_grid3_lamella2_pos63,247
ay22112021_grid3_lamella2_pos64,248
ay22112021_grid3_lamella2_pos65,249
ay22112021_grid3_lamella2_pos66,250
ay22112021_grid3_lamella2_pos67,251
ay22112021_grid3_lamella2_pos68,252
ay22112021_grid3_lamella2_pos69,253
ay22112021_grid3_lamella2_pos7,254
ay22112021_grid3_lamella2_pos70,255
ay22112021_grid3_lamella2_pos71,256
ay22112021_grid3_lamella2_pos72,257
ay22112021_grid3_lamella2_pos73,258
ay22112021_grid3_lamella2_pos74,259
ay22112021_grid3_lamella2_pos75,260
ay22112021_grid3_lamella2_pos76,261
ay22112021_grid3_lamella2_pos77,262
ay22112021_grid3_lamella2_pos78,263
ay22112021_grid3_lamella2_pos79,264
ay22112021_grid3_lamella2_pos8,265
ay22112021_grid3_lamella2_pos80,266
ay22112021_grid3_lamella2_pos81,267
ay22112021_grid3_lamella2_pos82,268
ay22112021_grid3_lamella2_pos83,269
ay22112021_grid3_lamella2_pos9,270
